Gender_F_Flag,Gender_M_Flag,Residence_distance_from_store,time_in_store,accompanying_people,family_size,total_purchase_amount,F1,F2,F3,F4
1,0,1,52,5,4,1282,52,2704,25,1
1,0,7,53,3,4,1939,53,2809,9,49
0,1,5,37,2,6,928,0,1369,4,25
1,0,4,52,2,6,1022,52,2704,4,16
0,1,5,39,5,5,1709,0,1521,25,25
0,1,7,37,1,3,1060,0,1369,1,49
1,0,5,53,3,3,1369,53,2809,9,25
1,0,5,53,3,4,1477,53,2809,9,25
0,1,9,39,3,6,1498,0,1521,9,81
1,0,4,53,4,6,1499,53,2809,16,16
1,0,4,52,2,5,1498,52,2704,4,16
1,0,2,52,4,5,1278,52,2704,16,4
1,0,6,51,0,4,897,51,2601,0,36
0,1,3,38,5,2,1400,0,1444,25,9
1,0,7,54,5,5,2298,54,2916,25,49
1,0,2,51,2,4,1307,51,2601,4,4
1,0,1,49,0,3,666,49,2401,0,1
0,1,7,39,5,5,2089,0,1521,25,49
0,1,5,39,6,4,1864,0,1521,36,25
0,1,6,38,4,3,1733,0,1444,16,36
0,1,6,39,6,5,1653,0,1521,36,36
1,0,5,55,9,5,2589,55,3025,81,25
1,0,7,52,1,4,1601,52,2704,1,49
0,1,6,39,5,3,1870,0,1521,25,36
0,1,4,37,3,6,1027,0,1369,9,16
1,0,4,50,0,5,907,50,2500,0,16
1,0,6,53,3,4,1834,53,2809,9,36
1,0,5,52,2,5,1662,52,2704,4,25
1,0,7,54,4,4,2093,54,2916,16,49
1,0,5,50,0,4,1142,50,2500,0,25
0,1,3,37,3,3,1335,0,1369,9,9
1,0,6,53,4,4,2180,53,2809,16,36
1,0,3,51,2,3,1108,51,2601,4,9
1,0,6,53,3,4,1503,53,2809,9,36
1,0,6,51,0,4,1581,51,2601,0,36
1,0,6,53,3,3,2128,53,2809,9,36
1,0,8,53,3,5,1583,53,2809,9,64
1,0,9,54,3,5,2227,54,2916,9,81
1,0,4,51,1,5,790,51,2601,1,16
1,0,4,52,3,3,1701,52,2704,9,16
0,1,5,37,2,3,1502,0,1369,4,25
1,0,6,53,3,5,1633,53,2809,9,36
1,0,5,51,1,5,1580,51,2601,1,25
0,1,3,38,6,3,1495,0,1444,36,9
1,0,6,51,0,4,1399,51,2601,0,36
0,1,5,36,1,4,1404,0,1296,1,25
1,0,3,51,2,3,991,51,2601,4,9
1,0,3,50,0,5,873,50,2500,0,9
1,0,11,54,2,4,1744,54,2916,4,121
1,0,3,52,3,5,1847,52,2704,9,9
1,0,5,53,3,4,1304,53,2809,9,25
1,0,6,53,3,4,1612,53,2809,9,36
1,0,5,53,4,4,1784,53,2809,16,25
1,0,5,53,4,4,1725,53,2809,16,25
1,0,0,50,5,4,1496,50,2500,25,0
1,0,2,51,2,4,1208,51,2601,4,4
1,0,8,54,4,4,1905,54,2916,16,64
1,0,4,52,2,3,1433,52,2704,4,16
0,1,4,37,3,4,1442,0,1369,9,16
1,0,5,53,3,2,995,53,2809,9,25
1,0,3,52,4,4,1619,52,2704,16,9
1,0,6,54,6,5,1831,54,2916,36,36
1,0,6,53,3,4,1676,53,2809,9,36
1,0,5,54,5,3,2337,54,2916,25,25
0,1,3,36,1,5,1336,0,1296,1,9
0,1,4,37,2,4,786,0,1369,4,16
1,0,5,53,4,5,1842,53,2809,16,25
1,0,8,52,1,5,1647,52,2704,1,64
1,0,3,54,8,6,2338,54,2916,64,9
1,0,7,55,6,3,2144,55,3025,36,49
0,1,2,37,4,4,1196,0,1369,16,4
0,1,5,38,3,4,1345,0,1444,9,25
1,0,7,54,5,3,2298,54,2916,25,49
1,0,1,50,2,5,1099,50,2500,4,1
0,1,9,39,3,5,1666,0,1521,9,81
1,0,5,53,3,3,1443,53,2809,9,25
0,1,6,37,2,4,1272,0,1369,4,36
1,0,8,55,6,7,2039,55,3025,36,64
1,0,3,53,5,5,1361,53,2809,25,9
1,0,4,52,3,5,1921,52,2704,9,16
0,1,3,36,1,4,921,0,1296,1,9
0,1,3,36,2,4,1558,0,1296,4,9
1,0,7,53,2,5,1769,53,2809,4,49
1,0,3,52,3,4,1423,52,2704,9,9
1,0,6,52,2,4,1027,52,2704,4,36
1,0,4,52,2,4,1302,52,2704,4,16
0,1,7,38,3,4,1553,0,1444,9,49
1,0,3,53,5,5,1706,53,2809,25,9
1,0,6,52,1,4,1385,52,2704,1,36
0,1,2,37,4,3,1136,0,1369,16,4
1,0,8,53,3,7,1772,53,2809,9,64
1,0,4,53,4,4,1659,53,2809,16,16
0,1,5,38,3,4,1120,0,1444,9,25
0,1,4,39,6,3,1238,0,1521,36,16
1,0,2,52,4,4,1722,52,2704,16,4
0,1,8,39,4,4,1771,0,1521,16,64
0,1,4,37,3,4,1295,0,1369,9,16
1,0,4,52,2,3,1578,52,2704,4,16
1,0,6,52,1,5,1598,52,2704,1,36
0,1,4,36,1,4,913,0,1296,1,16
0,1,8,38,3,2,1579,0,1444,9,64
1,0,4,51,1,5,915,51,2601,1,16
0,1,8,39,4,4,2144,0,1521,16,64
1,0,4,52,2,4,1481,52,2704,4,16
1,0,3,50,0,6,1279,50,2500,0,9
1,0,6,54,6,4,2073,54,2916,36,36
0,1,3,35,0,4,851,0,1225,0,9
1,0,4,51,1,5,709,51,2601,1,16
1,0,5,51,1,5,936,51,2601,1,25
1,0,1,50,1,5,898,50,2500,1,1
1,0,6,52,2,5,1393,52,2704,4,36
1,0,6,52,2,3,1621,52,2704,4,36
0,1,7,38,3,4,1553,0,1444,9,49
1,0,6,53,3,5,1621,53,2809,9,36
1,0,5,53,4,3,1705,53,2809,16,25
1,0,5,53,3,4,1433,53,2809,9,25
1,0,8,53,3,2,1855,53,2809,9,64
1,0,6,55,7,7,2217,55,3025,49,36
1,0,5,52,2,5,1485,52,2704,4,25
0,1,2,35,1,6,1170,0,1225,1,4
0,1,5,38,3,4,1655,0,1444,9,25
0,1,3,37,4,4,1231,0,1369,16,9
0,1,7,38,3,4,1785,0,1444,9,49
0,1,3,36,1,4,503,0,1296,1,9
1,0,3,52,4,3,1799,52,2704,16,9
1,0,9,53,2,5,1955,53,2809,4,81
0,1,5,38,4,5,1327,0,1444,16,25
1,0,7,53,3,4,1781,53,2809,9,49
0,1,4,40,8,5,1890,0,1600,64,16
1,0,2,52,4,5,1223,52,2704,16,4
1,0,2,51,3,4,1324,51,2601,9,4
0,1,5,38,4,4,1185,0,1444,16,25
1,0,3,53,5,2,1606,53,2809,25,9
0,1,4,37,2,5,1151,0,1369,4,16
0,1,1,36,3,2,962,0,1296,9,1
1,0,4,53,5,5,1849,53,2809,25,16
1,0,6,54,5,5,1996,54,2916,25,36
0,1,5,36,1,5,1009,0,1296,1,25
1,0,8,53,2,3,1709,53,2809,4,64
1,0,6,52,2,3,1646,52,2704,4,36
1,0,2,50,1,4,620,50,2500,1,4
1,0,6,53,4,3,1683,53,2809,16,36
1,0,5,52,2,4,1391,52,2704,4,25
1,0,1,50,1,5,792,50,2500,1,1
1,0,5,51,1,1,1584,51,2601,1,25
1,0,4,53,4,4,1918,53,2809,16,16
0,1,7,37,1,5,1203,0,1369,1,49
1,0,4,52,3,5,999,52,2704,9,16
1,0,5,52,2,5,1310,52,2704,4,25
1,0,10,54,4,5,2348,54,2916,16,100
1,0,5,51,1,2,980,51,2601,1,25
1,0,3,52,3,4,1428,52,2704,9,9
1,0,3,51,2,3,1309,51,2601,4,9
0,1,8,37,1,4,1646,0,1369,1,64
1,0,9,55,5,4,2376,55,3025,25,81
0,1,6,37,2,6,1933,0,1369,4,36
1,0,1,50,1,4,711,50,2500,1,1
1,0,1,50,1,3,1213,50,2500,1,1
1,0,4,52,3,3,1519,52,2704,9,16
1,0,7,54,4,6,2317,54,2916,16,49
0,1,6,40,7,3,1740,0,1600,49,36
1,0,7,54,5,3,2627,54,2916,25,49
1,0,5,53,3,4,1649,53,2809,9,25
0,1,6,38,3,4,1182,0,1444,9,36
1,0,10,54,3,4,2122,54,2916,9,100
0,1,6,38,3,4,1927,0,1444,9,36
0,1,2,37,4,4,1607,0,1369,16,4
0,1,4,38,4,5,1504,0,1444,16,16
1,0,4,51,1,3,1472,51,2601,1,16
1,0,3,52,3,3,1182,52,2704,9,9
0,1,2,36,2,2,1041,0,1296,4,4
1,0,5,52,2,4,1484,52,2704,4,25
0,1,4,37,3,6,1028,0,1369,9,16
1,0,6,52,2,5,1295,52,2704,4,36
0,1,3,36,1,5,798,0,1296,1,9
0,1,6,38,3,4,1213,0,1444,9,36
1,0,5,52,2,3,1487,52,2704,4,25
1,0,6,53,4,3,1818,53,2809,16,36
1,0,4,52,2,5,1483,52,2704,4,16
1,0,4,52,3,6,1798,52,2704,9,16
1,0,1,51,4,3,1813,51,2601,16,1
1,0,6,52,1,4,1357,52,2704,1,36
0,1,7,39,5,4,2420,0,1521,25,49
1,0,4,53,4,4,1928,53,2809,16,16
1,0,5,53,4,3,1767,53,2809,16,25
1,0,7,53,2,4,1470,53,2809,4,49
1,0,3,53,5,5,1369,53,2809,25,9
0,1,6,39,6,6,2603,0,1521,36,36
1,0,2,52,4,3,1442,52,2704,16,4
0,1,5,38,3,5,1468,0,1444,9,25
1,0,2,50,1,3,858,50,2500,1,4
1,0,3,51,1,4,788,51,2601,1,9
1,0,9,55,6,5,2175,55,3025,36,81
1,0,1,50,2,6,916,50,2500,4,1
0,1,5,36,1,5,597,0,1296,1,25
0,1,11,39,2,3,1246,0,1521,4,121
1,0,9,54,3,3,2505,54,2916,9,81
1,0,6,52,1,3,1142,52,2704,1,36
1,0,4,53,4,5,1529,53,2809,16,16
1,0,4,52,3,3,2094,52,2704,9,16
1,0,11,54,3,6,2598,54,2916,9,121
0,1,4,38,4,4,1946,0,1444,16,16
1,0,7,52,1,6,1559,52,2704,1,49
0,1,4,38,4,4,1582,0,1444,16,16
1,0,4,53,4,5,1835,53,2809,16,16
0,1,4,39,6,4,1950,0,1521,36,16
1,0,7,53,3,4,1955,53,2809,9,49
0,1,8,38,2,5,1762,0,1444,4,64
0,1,4,37,2,4,700,0,1369,4,16
1,0,6,51,0,3,1015,51,2601,0,36
1,0,3,52,3,5,1477,52,2704,9,9
1,0,2,51,2,3,850,51,2601,4,4
1,0,8,53,2,2,1891,53,2809,4,64
0,1,5,38,3,4,1457,0,1444,9,25
1,0,7,54,5,5,1731,54,2916,25,49
1,0,6,53,3,3,1618,53,2809,9,36
0,1,5,38,3,3,1416,0,1444,9,25
1,0,5,53,4,3,1350,53,2809,16,25
0,1,4,37,2,5,1632,0,1369,4,16
0,1,4,38,4,5,1264,0,1444,16,16
1,0,7,52,1,5,1545,52,2704,1,49
1,0,6,52,2,6,1731,52,2704,4,36
1,0,3,52,4,4,1754,52,2704,16,9
1,0,8,53,2,4,1645,53,2809,4,64
0,1,3,36,2,3,1236,0,1296,4,9
1,0,4,54,6,5,1804,54,2916,36,16
0,1,9,39,3,4,1991,0,1521,9,81
0,1,6,37,1,6,1649,0,1369,1,36
1,0,8,53,2,4,2034,53,2809,4,64
1,0,6,52,2,5,1295,52,2704,4,36
1,0,5,51,1,3,1304,51,2601,1,25
1,0,2,51,3,5,1309,51,2601,9,4
1,0,6,52,1,3,1551,52,2704,1,36
0,1,5,38,3,3,1605,0,1444,9,25
0,1,4,38,4,4,1407,0,1444,16,16
1,0,4,53,4,5,1428,53,2809,16,16
1,0,7,53,3,5,1743,53,2809,9,49
1,0,5,53,4,3,1324,53,2809,16,25
1,0,1,52,5,4,1528,52,2704,25,1
1,0,6,52,2,3,2033,52,2704,4,36
1,0,5,53,4,3,1669,53,2809,16,25
0,1,4,39,6,4,1723,0,1521,36,16
1,0,9,53,2,3,1874,53,2809,4,81
1,0,4,52,3,6,1546,52,2704,9,16
1,0,5,52,2,5,1386,52,2704,4,25
0,1,4,38,4,4,1364,0,1444,16,16
0,1,7,38,3,4,1559,0,1444,9,49
1,0,7,54,5,4,2035,54,2916,25,49
0,1,4,36,1,2,1091,0,1296,1,16
0,1,10,38,2,4,2264,0,1444,4,100
1,0,6,52,2,4,1535,52,2704,4,36
1,0,6,53,3,3,2171,53,2809,9,36
0,1,7,39,4,3,1610,0,1521,16,49
0,1,4,37,2,4,1257,0,1369,4,16
0,1,3,35,0,3,675,0,1225,0,9
1,0,1,51,3,5,1358,51,2601,9,1
1,0,14,57,7,5,3152,57,3249,49,196
0,1,9,40,5,5,1948,0,1600,25,81
1,0,1,51,4,4,1564,51,2601,16,1
0,1,5,38,3,5,1363,0,1444,9,25
0,1,2,35,1,5,1239,0,1225,1,4
0,1,8,39,4,4,2035,0,1521,16,64
1,0,2,52,4,4,1480,52,2704,16,4
1,0,6,53,4,4,1718,53,2809,16,36
0,1,4,38,5,6,1691,0,1444,25,16
1,0,4,52,3,5,1645,52,2704,9,16
0,1,5,38,4,3,1561,0,1444,16,25
1,0,6,53,4,4,2180,53,2809,16,36
1,0,2,50,1,4,731,50,2500,1,4
0,1,3,37,3,4,1714,0,1369,9,9
0,1,6,36,0,3,1148,0,1296,0,36
1,0,4,51,1,4,1218,51,2601,1,16
1,0,3,51,2,3,1438,51,2601,4,9
1,0,2,50,1,4,913,50,2500,1,4
1,0,6,54,5,4,1996,54,2916,25,36
1,0,3,52,4,7,1452,52,2704,16,9
1,0,6,53,4,5,2020,53,2809,16,36
1,0,2,51,2,4,1420,51,2601,4,4
1,0,7,54,5,6,2345,54,2916,25,49
0,1,3,37,3,3,975,0,1369,9,9
1,0,8,54,4,2,2018,54,2916,16,64
1,0,8,53,3,4,2120,53,2809,9,64
1,0,7,52,1,5,1413,52,2704,1,49
1,0,1,51,3,3,1099,51,2601,9,1
1,0,2,51,3,4,1997,51,2601,9,4
0,1,7,36,0,4,1294,0,1296,0,49
1,0,4,53,4,4,1549,53,2809,16,16
0,1,4,37,3,5,1334,0,1369,9,16
1,0,3,51,1,3,1036,51,2601,1,9
1,0,2,50,1,5,1064,50,2500,1,4
0,1,6,36,0,2,820,0,1296,0,36
1,0,1,51,3,6,846,51,2601,9,1
0,1,4,38,5,4,1938,0,1444,25,16
1,0,8,54,4,4,1837,54,2916,16,64
1,0,4,51,1,5,1128,51,2601,1,16
0,1,3,37,3,3,1276,0,1369,9,9
1,0,4,52,3,4,912,52,2704,9,16
0,1,4,37,3,3,1210,0,1369,9,16
1,0,5,53,4,2,2043,53,2809,16,25
1,0,2,50,1,4,1328,50,2500,1,4
1,0,2,52,5,5,2127,52,2704,25,4
0,1,6,38,3,4,1933,0,1444,9,36
1,0,8,55,7,5,2734,55,3025,49,64
1,0,8,53,3,3,2224,53,2809,9,64
0,1,3,35,0,4,1064,0,1225,0,9
0,1,7,38,3,5,1850,0,1444,9,49
0,1,8,38,2,3,2051,0,1444,4,64
1,0,8,52,1,3,1046,52,2704,1,64
0,1,3,37,3,3,1081,0,1369,9,9
1,0,5,52,2,3,1892,52,2704,4,25
0,1,5,35,0,6,987,0,1225,0,25
0,1,4,38,5,7,1935,0,1444,25,16
0,1,5,38,4,4,1747,0,1444,16,25
1,0,3,51,2,3,1242,51,2601,4,9
0,1,5,35,0,2,1344,0,1225,0,25
1,0,6,54,6,4,2218,54,2916,36,36
0,1,5,36,1,4,989,0,1296,1,25
0,1,3,39,7,5,1678,0,1521,49,9
1,0,7,53,2,5,1413,53,2809,4,49
1,0,7,53,3,5,1847,53,2809,9,49
1,0,8,54,5,6,2290,54,2916,25,64
1,0,3,54,7,4,1726,54,2916,49,9
1,0,4,52,3,2,1067,52,2704,9,16
1,0,5,53,4,2,1726,53,2809,16,25
1,0,6,53,3,3,1010,53,2809,9,36
1,0,4,53,4,6,1797,53,2809,16,16
0,1,6,37,2,5,1048,0,1369,4,36
1,0,4,54,6,5,1928,54,2916,36,16
1,0,7,54,5,4,1715,54,2916,25,49
1,0,3,51,2,4,828,51,2601,4,9
0,1,5,35,0,3,827,0,1225,0,25
0,1,4,37,3,3,1493,0,1369,9,16
1,0,3,52,4,3,1637,52,2704,16,9
1,0,2,51,2,5,704,51,2601,4,4
1,0,7,54,4,4,1569,54,2916,16,49
1,0,8,54,5,4,2282,54,2916,25,64
1,0,6,52,2,3,1544,52,2704,4,36
0,1,8,38,3,4,1631,0,1444,9,64
1,0,3,52,3,5,1162,52,2704,9,9
1,0,4,53,5,4,1918,53,2809,25,16
1,0,6,53,3,4,1542,53,2809,9,36
1,0,5,52,2,4,2068,52,2704,4,25
1,0,9,54,3,3,1981,54,2916,9,81
0,1,6,37,1,4,1310,0,1369,1,36
0,1,6,38,3,4,1549,0,1444,9,36
0,1,1,36,3,3,817,0,1296,9,1
0,1,8,38,2,5,1250,0,1444,4,64
0,1,8,38,2,4,1527,0,1444,4,64
1,0,5,53,4,3,1405,53,2809,16,25
1,0,5,52,2,3,1279,52,2704,4,25
0,1,3,38,6,5,1572,0,1444,36,9
1,0,3,51,1,2,1379,51,2601,1,9
1,0,4,54,6,3,2022,54,2916,36,16
1,0,3,53,5,4,1758,53,2809,25,9
1,0,3,53,6,4,1782,53,2809,36,9
1,0,5,53,3,3,1320,53,2809,9,25
1,0,4,53,4,6,1711,53,2809,16,16
0,1,4,36,1,1,1419,0,1296,1,16
1,0,5,51,1,3,1459,51,2601,1,25
1,0,7,53,3,2,2162,53,2809,9,49
0,1,5,39,5,5,2009,0,1521,25,25
0,1,3,36,2,4,1232,0,1296,4,9
1,0,6,53,3,3,1847,53,2809,9,36
1,0,3,52,3,5,1233,52,2704,9,9
0,1,6,37,2,4,1426,0,1369,4,36
1,0,5,52,2,5,1043,52,2704,4,25
0,1,2,36,3,5,1061,0,1296,9,4
1,0,2,51,2,5,1588,51,2601,4,4
1,0,0,48,1,5,935,48,2304,1,0
1,0,10,53,2,4,2203,53,2809,4,100
1,0,5,52,2,2,1539,52,2704,4,25
1,0,7,54,4,6,2046,54,2916,16,49
1,0,6,53,4,5,2047,53,2809,16,36
0,1,5,38,3,3,868,0,1444,9,25
1,0,4,52,2,2,1523,52,2704,4,16
0,1,3,37,3,4,1122,0,1369,9,9
0,1,1,36,3,5,642,0,1296,9,1
1,0,4,51,1,2,978,51,2601,1,16
1,0,6,53,4,2,1605,53,2809,16,36
1,0,3,51,2,5,1534,51,2601,4,9
1,0,4,52,3,4,1415,52,2704,9,16
0,1,6,37,2,5,1265,0,1369,4,36
1,0,3,53,5,4,1494,53,2809,25,9
1,0,5,52,2,4,1332,52,2704,4,25
0,1,7,38,2,5,1211,0,1444,4,49
1,0,5,51,1,4,1580,51,2601,1,25
1,0,3,51,1,3,1085,51,2601,1,9
1,0,5,53,3,3,1423,53,2809,9,25
0,1,2,37,4,4,1273,0,1369,16,4
1,0,11,54,2,3,1966,54,2916,4,121
0,1,5,39,5,4,1727,0,1521,25,25
1,0,3,53,6,4,2437,53,2809,36,9
0,1,8,38,3,5,1976,0,1444,9,64
0,1,5,38,3,4,1152,0,1444,9,25
1,0,4,53,4,4,1904,53,2809,16,16
1,0,13,54,2,4,2473,54,2916,4,169
0,1,1,37,5,3,1979,0,1369,25,1
1,0,5,51,1,4,1237,51,2601,1,25
1,0,4,54,6,5,2093,54,2916,36,16
1,0,5,53,3,5,1500,53,2809,9,25
1,0,5,54,6,5,2724,54,2916,36,25
1,0,6,53,3,5,1650,53,2809,9,36
1,0,7,52,1,3,1535,52,2704,1,49
1,0,4,53,4,4,1775,53,2809,16,16
1,0,7,54,4,4,2073,54,2916,16,49
0,1,4,38,5,5,1815,0,1444,25,16
1,0,4,53,4,5,1708,53,2809,16,16
1,0,12,55,4,2,2761,55,3025,16,144
1,0,9,54,3,4,1577,54,2916,9,81
1,0,3,52,3,3,1800,52,2704,9,9
0,1,4,38,5,6,1282,0,1444,25,16
1,0,4,54,6,4,2036,54,2916,36,16
1,0,3,53,6,5,2024,53,2809,36,9
1,0,3,51,1,4,1181,51,2601,1,9
1,0,1,50,2,6,967,50,2500,4,1
1,0,10,54,3,4,2158,54,2916,9,100
0,1,5,39,5,5,1609,0,1521,25,25
1,0,8,54,5,3,1965,54,2916,25,64
1,0,6,52,1,4,1272,52,2704,1,36
0,1,2,34,0,4,508,0,1156,0,4
1,0,6,52,1,4,1373,52,2704,1,36
1,0,7,54,4,2,2266,54,2916,16,49
1,0,4,51,1,4,1089,51,2601,1,16
0,1,5,37,2,4,1287,0,1369,4,25
0,1,4,38,5,2,1793,0,1444,25,16
1,0,6,52,2,5,1440,52,2704,4,36
0,1,9,39,4,5,2250,0,1521,16,81
0,1,7,38,2,4,1189,0,1444,4,49
0,1,5,35,0,2,643,0,1225,0,25
1,0,8,53,3,5,1633,53,2809,9,64
1,0,3,53,5,4,1193,53,2809,25,9
0,1,2,36,2,2,1209,0,1296,4,4
1,0,7,53,3,5,1261,53,2809,9,49
1,0,6,53,4,4,1616,53,2809,16,36
1,0,9,55,5,3,2371,55,3025,25,81
1,0,7,54,5,3,1695,54,2916,25,49
1,0,4,51,1,5,1240,51,2601,1,16
1,0,3,51,2,4,1250,51,2601,4,9
1,0,7,52,1,3,2084,52,2704,1,49
1,0,3,51,2,5,953,51,2601,4,9
0,1,4,36,1,2,923,0,1296,1,16
0,1,9,39,4,5,1612,0,1521,16,81
1,0,4,52,2,4,1200,52,2704,4,16
1,0,4,50,0,3,1033,50,2500,0,16
1,0,5,53,4,4,1881,53,2809,16,25
0,1,3,36,2,2,805,0,1296,4,9
0,1,3,37,3,4,1153,0,1369,9,9
1,0,12,54,3,4,2168,54,2916,9,144
0,1,2,37,5,4,1345,0,1369,25,4
0,1,1,36,4,4,1323,0,1296,16,1
0,1,4,38,4,4,1349,0,1444,16,16
1,0,2,52,4,5,1123,52,2704,16,4
1,0,4,53,4,4,1155,53,2809,16,16
1,0,9,54,3,5,1899,54,2916,9,81
0,1,4,37,2,4,1242,0,1369,4,16
1,0,8,54,5,3,1866,54,2916,25,64
1,0,5,52,2,4,1516,52,2704,4,25
1,0,8,51,0,4,1434,51,2601,0,64
1,0,2,51,2,4,1086,51,2601,4,4
0,1,5,39,6,4,1806,0,1521,36,25
0,1,3,37,4,3,1489,0,1369,16,9
1,0,4,51,1,5,1800,51,2601,1,16
0,1,3,38,5,4,1543,0,1444,25,9
1,0,6,52,1,5,1458,52,2704,1,36
1,0,10,53,2,4,2128,53,2809,4,100
1,0,6,52,1,3,1411,52,2704,1,36
0,1,4,36,1,4,1384,0,1296,1,16
1,0,5,53,4,3,1690,53,2809,16,25
1,0,4,53,4,4,1929,53,2809,16,16
0,1,3,37,4,4,1293,0,1369,16,9
0,1,4,36,1,5,898,0,1296,1,16
0,1,7,39,4,4,1952,0,1521,16,49
1,0,6,53,3,5,1281,53,2809,9,36
0,1,7,40,6,4,1981,0,1600,36,49
1,0,6,52,2,3,1686,52,2704,4,36
0,1,4,38,4,4,1778,0,1444,16,16
1,0,5,53,3,4,1562,53,2809,9,25
0,1,5,36,1,5,1087,0,1296,1,25
1,0,4,52,3,6,1652,52,2704,9,16
1,0,4,52,3,5,2031,52,2704,9,16
0,1,5,36,1,3,1515,0,1296,1,25
1,0,0,50,4,5,1567,50,2500,16,0
0,1,10,38,2,5,1729,0,1444,4,100
1,0,3,51,1,3,757,51,2601,1,9
1,0,8,53,2,4,1793,53,2809,4,64
1,0,2,52,4,2,1800,52,2704,16,4
1,0,6,53,3,4,1626,53,2809,9,36
1,0,3,52,3,4,1406,52,2704,9,9
1,0,5,53,4,4,1913,53,2809,16,25
0,1,10,38,1,5,2009,0,1444,1,100
1,0,5,54,5,3,2095,54,2916,25,25
1,0,4,53,5,3,2371,53,2809,25,16
1,0,5,54,7,3,2059,54,2916,49,25
1,0,3,51,2,5,1197,51,2601,4,9
0,1,8,38,2,4,1256,0,1444,4,64
0,1,2,37,4,3,1343,0,1369,16,4
1,0,6,52,2,3,1496,52,2704,4,36
1,0,6,53,3,3,2041,53,2809,9,36
1,0,4,54,6,5,1878,54,2916,36,16
0,1,3,38,5,5,1672,0,1444,25,9
0,1,2,36,3,2,1319,0,1296,9,4
1,0,5,52,2,1,1792,52,2704,4,25
0,1,8,38,3,4,1815,0,1444,9,64
0,1,5,37,2,4,1133,0,1369,4,25
0,1,3,37,4,5,1519,0,1369,16,9
1,0,5,51,1,4,1332,51,2601,1,25
0,1,4,37,2,5,1490,0,1369,4,16
0,1,6,38,3,4,1556,0,1444,9,36
0,1,8,39,4,6,2314,0,1521,16,64
1,0,6,54,6,4,2258,54,2916,36,36
1,0,8,53,3,6,1450,53,2809,9,64
0,1,7,38,3,3,1427,0,1444,9,49
1,0,4,54,6,4,2427,54,2916,36,16
1,0,7,55,7,3,2342,55,3025,49,49
0,1,8,38,3,4,1454,0,1444,9,64
1,0,6,53,3,4,2132,53,2809,9,36
1,0,7,54,4,4,1479,54,2916,16,49
0,1,8,38,2,5,1789,0,1444,4,64
1,0,4,53,4,5,2037,53,2809,16,16
0,1,1,35,2,3,706,0,1225,4,1
0,1,4,37,3,4,1485,0,1369,9,16
1,0,6,53,4,5,1640,53,2809,16,36
1,0,6,53,3,4,1848,53,2809,9,36
0,1,10,38,2,3,1406,0,1444,4,100
1,0,6,53,4,5,1780,53,2809,16,36
1,0,3,51,2,5,1174,51,2601,4,9
1,0,5,52,2,4,1960,52,2704,4,25
0,1,5,39,7,4,2216,0,1521,49,25
1,0,4,53,4,4,1694,53,2809,16,16
1,0,6,53,4,4,1418,53,2809,16,36
1,0,6,52,2,5,1257,52,2704,4,36
1,0,5,51,1,2,1194,51,2601,1,25
1,0,5,52,2,4,1295,52,2704,4,25
1,0,9,53,2,2,1928,53,2809,4,81
1,0,5,53,4,5,1548,53,2809,16,25
0,1,4,38,4,4,1344,0,1444,16,16
1,0,4,52,2,4,1701,52,2704,4,16
0,1,7,39,5,4,2276,0,1521,25,49
1,0,5,53,4,4,2011,53,2809,16,25
0,1,5,36,1,4,1160,0,1296,1,25
0,1,6,37,1,5,905,0,1369,1,36
0,1,5,39,6,4,2044,0,1521,36,25
1,0,5,50,0,3,1617,50,2500,0,25
1,0,5,53,3,7,1414,53,2809,9,25
0,1,7,38,3,3,1725,0,1444,9,49
1,0,7,52,1,5,1736,52,2704,1,49
1,0,7,53,3,4,1850,53,2809,9,49
0,1,4,37,3,3,1583,0,1369,9,16
1,0,7,52,1,3,1437,52,2704,1,49
0,1,3,36,2,3,1078,0,1296,4,9
1,0,7,53,3,4,1861,53,2809,9,49
1,0,4,51,1,5,1410,51,2601,1,16
1,0,3,52,3,5,1353,52,2704,9,9
1,0,7,54,5,4,2418,54,2916,25,49
1,0,6,54,5,5,2035,54,2916,25,36
1,0,2,51,2,4,1444,51,2601,4,4
1,0,8,54,5,2,1908,54,2916,25,64
1,0,12,53,1,5,2089,53,2809,1,144
1,0,6,52,1,3,1293,52,2704,1,36
1,0,5,52,2,7,1729,52,2704,4,25
0,1,2,37,4,4,1730,0,1369,16,4
1,0,4,52,3,3,1655,52,2704,9,16
1,0,8,53,2,4,1288,53,2809,4,64
1,0,6,55,7,4,2143,55,3025,49,36
1,0,5,51,1,5,919,51,2601,1,25
1,0,5,52,2,2,1370,52,2704,4,25
1,0,5,52,2,2,1363,52,2704,4,25
1,0,5,53,4,4,1490,53,2809,16,25
0,1,10,40,6,5,2631,0,1600,36,100
1,0,4,50,0,6,1112,50,2500,0,16
0,1,5,36,1,4,872,0,1296,1,25
1,0,8,52,1,5,1620,52,2704,1,64
0,1,6,38,3,3,1490,0,1444,9,36
0,1,3,36,2,3,802,0,1296,4,9
1,0,6,52,2,4,1340,52,2704,4,36
0,1,6,40,7,4,2046,0,1600,49,36
1,0,8,52,1,4,1474,52,2704,1,64
1,0,4,51,1,2,929,51,2601,1,16
1,0,7,54,4,3,1790,54,2916,16,49
1,0,1,51,3,4,1021,51,2601,9,1
1,0,2,51,2,4,974,51,2601,4,4
1,0,3,53,5,3,1643,53,2809,25,9
0,1,2,36,2,5,1027,0,1296,4,4
